2023-01-26 23:25:21, Information, Portfolio Pane DataGridView Loaded
2023-01-26 23:25:21, Information, Portfolio Pane DataGridView Loaded
2023-01-26 23:25:21, Information, Portfolio Pane Loaded
2023-01-26 23:26:01, Information, INFY
2023-01-26 23:26:01, Information, 3MINDIA
2023-01-26 23:26:01, Information, IEX
2023-01-26 23:26:01, Information, The remote server returned an error: (404) Not Found.
2023-01-26 23:26:01, Information, SUPERSPIN
2023-01-26 23:26:01, Information, AARTIIND
2023-01-26 23:26:01, Information, 21STCENMGM
2023-01-26 23:26:01, Information, The remote server returned an error: (404) Not Found.
2023-01-26 23:26:01, Information, 20MICRONS
2023-01-26 23:26:01, Information, The remote server returned an error: (404) Not Found.
2023-01-26 23:26:01, Information, 360ONE
2023-01-26 23:26:02, Information, Stock Pane DataGridView Loaded
2023-01-26 23:26:02, Information, Portfolio Pane DataGridView Loaded
2023-01-26 23:27:12, Information, Portfolio Pane DataGridView Loaded
2023-01-26 23:27:12, Information, Portfolio Pane DataGridView Loaded
2023-01-26 23:27:12, Information, Portfolio Pane Loaded
2023-01-26 23:27:14, Information, Stock Pane DataGridView Loaded
2023-01-26 23:27:14, Information, Stock Pane Loaded
2023-01-26 23:27:14, Information, Cell1 has been painted
2023-01-26 23:27:14, Information, Cell1 has been painted
2023-01-26 23:27:14, Information, Cell2 has been painted
2023-01-26 23:27:14, Information, Cell2 has been painted
2023-01-26 23:27:14, Information, Cell3 has been painted
2023-01-26 23:27:14, Information, Cell3 has been painted
2023-01-26 23:27:14, Information, Cell4 has been painted
2023-01-26 23:27:14, Information, Cell4 has been painted
2023-01-26 23:27:17, Information, Cell5 has been painted
2023-01-26 23:27:17, Information, Cell5 has been painted
2023-01-26 23:27:17, Information, Cell6 has been painted
2023-01-26 23:27:17, Information, Cell6 has been painted
2023-01-26 23:27:17, Information, Cell7 has been painted
2023-01-26 23:27:17, Information, Cell7 has been painted
2023-01-26 23:27:17, Information, Cell8 has been painted
2023-01-26 23:27:17, Information, Cell8 has been painted
2023-01-26 23:27:31, Information, Cell9 has been painted
2023-01-26 23:27:31, Information, Cell9 has been painted
2023-01-26 23:27:32, Information, Cell10 has been painted
2023-01-26 23:27:32, Information, Cell10 has been painted
2023-01-26 23:27:32, Information, Cell11 has been painted
2023-01-26 23:27:32, Information, Cell11 has been painted
2023-01-26 23:27:32, Information, Cell12 has been painted
2023-01-26 23:27:32, Information, Cell12 has been painted
2023-01-26 23:27:32, Information, Cell13 has been painted
2023-01-26 23:27:32, Information, Cell13 has been painted
2023-01-26 23:27:32, Information, Cell14 has been painted
2023-01-26 23:27:32, Information, Cell14 has been painted
2023-01-26 23:27:32, Information, Cell15 has been painted
2023-01-26 23:27:32, Information, Cell15 has been painted
2023-01-26 23:27:32, Information, Cell16 has been painted
2023-01-26 23:27:32, Information, Cell16 has been painted
2023-01-26 23:27:32, Information, Cell17 has been painted
2023-01-26 23:27:32, Information, Cell17 has been painted
2023-01-26 23:27:32, Information, Cell18 has been painted
2023-01-26 23:27:32, Information, Cell18 has been painted
2023-01-26 23:27:32, Information, Cell19 has been painted
2023-01-26 23:27:32, Information, Cell19 has been painted
2023-01-26 23:27:32, Information, Cell20 has been painted
2023-01-26 23:27:32, Information, Cell20 has been painted
2023-01-26 23:27:33, Information, Cell21 has been painted
2023-01-26 23:27:33, Information, Cell21 has been painted
2023-01-26 23:27:33, Information, Cell22 has been painted
2023-01-26 23:27:33, Information, Cell22 has been painted
2023-01-26 23:27:33, Information, Cell23 has been painted
2023-01-26 23:27:33, Information, Cell23 has been painted
2023-01-26 23:27:33, Information, Cell24 has been painted
2023-01-26 23:27:33, Information, Cell24 has been painted
2023-01-26 23:27:33, Information, Cell25 has been painted
2023-01-26 23:27:33, Information, Cell25 has been painted
2023-01-26 23:27:33, Information, Cell26 has been painted
2023-01-26 23:27:33, Information, Cell26 has been painted
2023-01-26 23:27:33, Information, Cell27 has been painted
2023-01-26 23:27:33, Information, Cell27 has been painted
2023-01-26 23:27:33, Information, Cell28 has been painted
2023-01-26 23:27:33, Information, Cell28 has been painted
2023-01-26 23:27:34, Information, Cell29 has been painted
2023-01-26 23:27:34, Information, Cell29 has been painted
2023-01-26 23:27:34, Information, Cell30 has been painted
2023-01-26 23:27:34, Information, Cell30 has been painted
2023-01-26 23:27:34, Information, Cell31 has been painted
2023-01-26 23:27:34, Information, Cell31 has been painted
2023-01-26 23:27:34, Information, Cell32 has been painted
2023-01-26 23:27:34, Information, Cell32 has been painted
2023-01-26 23:27:35, Information, Cell33 has been painted
2023-01-26 23:27:35, Information, Cell33 has been painted
2023-01-26 23:27:35, Information, Cell34 has been painted
2023-01-26 23:27:35, Information, Cell34 has been painted
2023-01-26 23:27:35, Information, Cell35 has been painted
2023-01-26 23:27:35, Information, Cell35 has been painted
2023-01-26 23:27:35, Information, Cell36 has been painted
2023-01-26 23:27:35, Information, Cell36 has been painted
2023-01-26 23:27:35, Information, Cell37 has been painted
2023-01-26 23:27:35, Information, Cell37 has been painted
2023-01-26 23:27:35, Information, Cell38 has been painted
2023-01-26 23:27:35, Information, Cell38 has been painted
2023-01-26 23:27:36, Information, Cell39 has been painted
2023-01-26 23:27:36, Information, Cell39 has been painted
2023-01-26 23:27:36, Information, Cell40 has been painted
2023-01-26 23:27:36, Information, Cell40 has been painted
2023-01-26 23:27:37, Information, Cell41 has been painted
2023-01-26 23:27:37, Information, Cell41 has been painted
2023-01-26 23:27:37, Information, Cell42 has been painted
2023-01-26 23:27:37, Information, Cell42 has been painted
2023-01-26 23:27:37, Information, Cell43 has been painted
2023-01-26 23:27:37, Information, Cell43 has been painted
2023-01-26 23:27:37, Information, Cell44 has been painted
2023-01-26 23:27:37, Information, Cell44 has been painted
2023-01-26 23:27:37, Information, Cell45 has been painted
2023-01-26 23:27:37, Information, Cell45 has been painted
2023-01-26 23:27:37, Information, Cell46 has been painted
2023-01-26 23:27:37, Information, Cell46 has been painted
2023-01-26 23:27:37, Information, Cell47 has been painted
2023-01-26 23:27:37, Information, Cell47 has been painted
2023-01-26 23:27:37, Information, Cell48 has been painted
2023-01-26 23:27:37, Information, Cell48 has been painted
2023-01-26 23:27:38, Information, Cell49 has been painted
2023-01-26 23:27:38, Information, Cell49 has been painted
2023-01-26 23:27:38, Information, Cell50 has been painted
2023-01-26 23:27:38, Information, Cell50 has been painted
2023-01-26 23:27:38, Information, Cell51 has been painted
2023-01-26 23:27:38, Information, Cell51 has been painted
2023-01-26 23:27:38, Information, Cell52 has been painted
2023-01-26 23:27:38, Information, Cell52 has been painted
2023-01-26 23:27:38, Information, Cell53 has been painted
2023-01-26 23:27:38, Information, Cell53 has been painted
2023-01-26 23:27:38, Information, Cell54 has been painted
2023-01-26 23:27:38, Information, Cell54 has been painted
2023-01-26 23:27:38, Information, Cell55 has been painted
2023-01-26 23:27:38, Information, Cell55 has been painted
2023-01-26 23:27:38, Information, Cell56 has been painted
2023-01-26 23:27:38, Information, Cell56 has been painted
2023-01-26 23:27:38, Information, Cell57 has been painted
2023-01-26 23:27:38, Information, Cell57 has been painted
2023-01-26 23:27:38, Information, Cell58 has been painted
2023-01-26 23:27:38, Information, Cell58 has been painted
2023-01-26 23:27:39, Information, Cell59 has been painted
2023-01-26 23:27:39, Information, Cell59 has been painted
2023-01-26 23:27:39, Information, Cell60 has been painted
2023-01-26 23:27:39, Information, Cell60 has been painted
2023-01-26 23:27:39, Information, Cell61 has been painted
2023-01-26 23:27:39, Information, Cell61 has been painted
2023-01-26 23:27:39, Information, Cell62 has been painted
2023-01-26 23:27:39, Information, Cell62 has been painted
2023-01-26 23:27:39, Information, Cell63 has been painted
2023-01-26 23:27:39, Information, Cell63 has been painted
2023-01-26 23:27:39, Information, Cell64 has been painted
2023-01-26 23:27:39, Information, Cell64 has been painted
2023-01-26 23:27:39, Information, Cell65 has been painted
2023-01-26 23:27:39, Information, Cell65 has been painted
2023-01-26 23:27:39, Information, Cell66 has been painted
2023-01-26 23:27:39, Information, Cell66 has been painted
2023-01-26 23:27:39, Information, Cell67 has been painted
2023-01-26 23:27:39, Information, Cell67 has been painted
2023-01-26 23:27:39, Information, Cell68 has been painted
2023-01-26 23:27:39, Information, Cell68 has been painted
2023-01-26 23:27:39, Information, Cell69 has been painted
2023-01-26 23:27:39, Information, Cell69 has been painted
2023-01-26 23:27:39, Information, Cell70 has been painted
2023-01-26 23:27:39, Information, Cell70 has been painted
2023-01-26 23:27:39, Information, Cell71 has been painted
2023-01-26 23:27:39, Information, Cell71 has been painted
2023-01-26 23:27:39, Information, Cell72 has been painted
2023-01-26 23:27:39, Information, Cell72 has been painted
2023-01-26 23:27:40, Information, Cell73 has been painted
2023-01-26 23:27:40, Information, Cell73 has been painted
2023-01-26 23:27:40, Information, Cell74 has been painted
2023-01-26 23:27:40, Information, Cell74 has been painted
2023-01-26 23:27:40, Information, Cell75 has been painted
2023-01-26 23:27:40, Information, Cell75 has been painted
2023-01-26 23:27:40, Information, Cell76 has been painted
2023-01-26 23:27:40, Information, Cell76 has been painted
2023-01-26 23:27:40, Information, Cell77 has been painted
2023-01-26 23:27:40, Information, Cell77 has been painted
2023-01-26 23:27:40, Information, Cell78 has been painted
2023-01-26 23:27:40, Information, Cell78 has been painted
2023-01-26 23:27:40, Information, Cell79 has been painted
2023-01-26 23:27:40, Information, Cell79 has been painted
2023-01-26 23:27:40, Information, Cell80 has been painted
2023-01-26 23:27:40, Information, Cell80 has been painted
2023-01-26 23:27:40, Information, Cell81 has been painted
2023-01-26 23:27:40, Information, Cell81 has been painted
2023-01-26 23:27:40, Information, Cell82 has been painted
2023-01-26 23:27:40, Information, Cell82 has been painted
2023-01-26 23:27:40, Information, Cell83 has been painted
2023-01-26 23:27:40, Information, Cell83 has been painted
2023-01-26 23:27:40, Information, Cell84 has been painted
2023-01-26 23:27:40, Information, Cell84 has been painted
2023-01-26 23:27:40, Information, Cell85 has been painted
2023-01-26 23:27:40, Information, Cell85 has been painted
2023-01-26 23:27:41, Information, Cell86 has been painted
2023-01-26 23:27:41, Information, Cell86 has been painted
2023-01-26 23:27:41, Information, Cell87 has been painted
2023-01-26 23:27:41, Information, Cell87 has been painted
2023-01-26 23:27:41, Information, Cell88 has been painted
2023-01-26 23:27:41, Information, Cell88 has been painted
2023-01-26 23:27:41, Information, Cell89 has been painted
2023-01-26 23:27:41, Information, Cell89 has been painted
2023-01-26 23:27:41, Information, Cell90 has been painted
2023-01-26 23:27:41, Information, Cell90 has been painted
2023-01-26 23:27:41, Information, Cell91 has been painted
2023-01-26 23:27:41, Information, Cell91 has been painted
2023-01-26 23:27:41, Information, Cell92 has been painted
2023-01-26 23:27:41, Information, Cell92 has been painted
2023-01-26 23:27:42, Information, Cell93 has been painted
2023-01-26 23:27:42, Information, Cell93 has been painted
2023-01-26 23:27:42, Information, Cell94 has been painted
2023-01-26 23:27:42, Information, Cell94 has been painted
2023-01-26 23:27:42, Information, Cell95 has been painted
2023-01-26 23:27:42, Information, Cell95 has been painted
2023-01-26 23:27:42, Information, Cell96 has been painted
2023-01-26 23:27:42, Information, Cell96 has been painted
2023-01-26 23:27:42, Information, Cell97 has been painted
2023-01-26 23:27:42, Information, Cell97 has been painted
2023-01-26 23:27:42, Information, Cell98 has been painted
2023-01-26 23:27:42, Information, Cell98 has been painted
2023-01-26 23:27:42, Information, Cell99 has been painted
2023-01-26 23:27:42, Information, Cell99 has been painted
2023-01-26 23:27:42, Information, Cell100 has been painted
2023-01-26 23:27:42, Information, Cell100 has been painted
2023-01-26 23:27:42, Information, Cell101 has been painted
2023-01-26 23:27:42, Information, Cell101 has been painted
2023-01-26 23:27:43, Information, Cell102 has been painted
2023-01-26 23:27:43, Information, Cell102 has been painted
2023-01-26 23:27:43, Information, Cell103 has been painted
